date,country,areaCode,newCasesByPublishDate,cumCasesByPublishDate,newDeathsByDeathDate,cumDeathsByDeathDate
19/12/2020,Wales,W92000004,3065,120432,34,3227
18/12/2020,Wales,W92000004,2801,117367,48,3193
17/12/2020,Wales,W92000004,11468,114566,48,3145
16/12/2020,Wales,W92000004,530,103098,34,3097
15/12/2020,Wales,W92000004,615,102568,33,3063
14/12/2020,Wales,W92000004,1228,101953,30,3030
13/12/2020,Wales,W92000004,0,100725,22,3000
12/12/2020,Wales,W92000004,2494,100725,33,2978
11/12/2020,Wales,W92000004,2234,98232,26,2945
10/12/2020,Wales,W92000004,1968,95998,33,2919
09/12/2020,Wales,W92000004,2238,94030,25,2886
08/12/2020,Wales,W92000004,780,91792,25,2861
07/12/2020,Wales,W92000004,2021,91013,20,2836
06/12/2020,Wales,W92000004,1916,88992,25,2816
05/12/2020,Wales,W92000004,1645,87077,20,2791
04/12/2020,Wales,W92000004,1471,85432,26,2771
03/12/2020,Wales,W92000004,1473,83961,27,2745
02/12/2020,Wales,W92000004,1480,82489,22,2718
01/12/2020,Wales,W92000004,667,81009,19,2696
30/11/2020,Wales,W92000004,802,80342,17,2677
29/11/2020,Wales,W92000004,1004,79540,26,2660
28/11/2020,Wales,W92000004,1445,78536,32,2634
27/11/2020,Wales,W92000004,1105,77091,26,2602
26/11/2020,Wales,W92000004,1251,75986,30,2576
25/11/2020,Wales,W92000004,907,74735,17,2546
24/11/2020,Wales,W92000004,595,73828,18,2529
23/11/2020,Wales,W92000004,892,73233,25,2511
22/11/2020,Wales,W92000004,808,72341,27,2486
21/11/2020,Wales,W92000004,1016,71533,28,2459
20/11/2020,Wales,W92000004,1020,70517,21,2431
19/11/2020,Wales,W92000004,1048,69497,26,2410
18/11/2020,Wales,W92000004,638,68449,18,2384
17/11/2020,Wales,W92000004,705,67811,29,2366
16/11/2020,Wales,W92000004,892,67106,23,2337
15/11/2020,Wales,W92000004,1333,66214,25,2314
14/11/2020,Wales,W92000004,933,64881,19,2289
13/11/2020,Wales,W92000004,797,63948,30,2270
12/11/2020,Wales,W92000004,867,63151,28,2240
11/11/2020,Wales,W92000004,928,62284,29,2212
10/11/2020,Wales,W92000004,444,61356,28,2183
09/11/2020,Wales,W92000004,931,60912,29,2155
08/11/2020,Wales,W92000004,744,59981,29,2126
07/11/2020,Wales,W92000004,958,59237,15,2097
06/11/2020,Wales,W92000004,1352,58279,26,2082
05/11/2020,Wales,W92000004,1272,56927,31,2056
04/11/2020,Wales,W92000004,1202,55658,22,2025
03/11/2020,Wales,W92000004,1119,54456,23,2003
02/11/2020,Wales,W92000004,1646,53337,17,1980
01/11/2020,Wales,W92000004,819,51691,28,1963
31/10/2020,Wales,W92000004,1301,50872,12,1935
30/10/2020,Wales,W92000004,1737,49571,14,1923
29/10/2020,Wales,W92000004,1375,47834,21,1909
28/10/2020,Wales,W92000004,1414,46459,11,1888
27/10/2020,Wales,W92000004,1207,45046,23,1877
26/10/2020,Wales,W92000004,1158,43839,15,1854
25/10/2020,Wales,W92000004,1104,42681,16,1839
24/10/2020,Wales,W92000004,1324,41577,15,1823
23/10/2020,Wales,W92000004,761,40253,11,1808
22/10/2020,Wales,W92000004,1134,39491,28,1797
21/10/2020,Wales,W92000004,962,38361,13,1769
20/10/2020,Wales,W92000004,1148,37400,4,1756
19/10/2020,Wales,W92000004,626,36253,13,1752
18/10/2020,Wales,W92000004,950,35628,11,1739
17/10/2020,Wales,W92000004,674,34679,4,1728
16/10/2020,Wales,W92000004,979,34005,6,1724
15/10/2020,Wales,W92000004,727,33041,7,1718
14/10/2020,Wales,W92000004,946,32316,7,1711
13/10/2020,Wales,W92000004,764,31370,8,1704
12/10/2020,Wales,W92000004,487,30608,4,1696
11/10/2020,Wales,W92000004,467,30121,4,1692
10/10/2020,Wales,W92000004,627,29654,3,1688
09/10/2020,Wales,W92000004,766,29028,6,1685
08/10/2020,Wales,W92000004,638,28262,6,1679
07/10/2020,Wales,W92000004,752,27624,11,1673
06/10/2020,Wales,W92000004,425,26872,4,1662
05/10/2020,Wales,W92000004,596,26447,10,1658
04/10/2020,Wales,W92000004,432,25852,3,1648
03/10/2020,Wales,W92000004,576,25420,8,1645
02/10/2020,Wales,W92000004,462,24845,2,1637
01/10/2020,Wales,W92000004,398,24383,5,1635
30/09/2020,Wales,W92000004,388,23985,4,1630
29/09/2020,Wales,W92000004,366,23597,4,1626
28/09/2020,Wales,W92000004,286,23231,3,1622
27/09/2020,Wales,W92000004,362,22945,3,1619
26/09/2020,Wales,W92000004,370,22584,2,1616
25/09/2020,Wales,W92000004,320,22215,1,1614
24/09/2020,Wales,W92000004,348,21896,0,1613
23/09/2020,Wales,W92000004,389,21548,3,1613
22/09/2020,Wales,W92000004,281,21159,3,1610
21/09/2020,Wales,W92000004,234,20878,1,1607
20/09/2020,Wales,W92000004,199,20644,1,1606
19/09/2020,Wales,W92000004,212,20445,0,1605
18/09/2020,Wales,W92000004,185,20233,0,1605
17/09/2020,Wales,W92000004,168,20048,2,1605
16/09/2020,Wales,W92000004,199,19880,2,1603
15/09/2020,Wales,W92000004,110,19681,2,1601
14/09/2020,Wales,W92000004,183,19573,0,1599
13/09/2020,Wales,W92000004,162,19390,1,1599
12/09/2020,Wales,W92000004,164,19228,0,1598
11/09/2020,Wales,W92000004,133,19064,1,1598
10/09/2020,Wales,W92000004,102,18931,0,1597
09/09/2020,Wales,W92000004,165,18829,0,1597
08/09/2020,Wales,W92000004,150,18664,0,1597
07/09/2020,Wales,W92000004,133,18514,0,1597
06/09/2020,Wales,W92000004,98,18381,0,1597
05/09/2020,Wales,W92000004,77,18283,0,1597
04/09/2020,Wales,W92000004,51,18206,0,1597
03/09/2020,Wales,W92000004,50,18155,1,1597
02/09/2020,Wales,W92000004,42,18105,0,1596
01/09/2020,Wales,W92000004,51,18063,0,1596
31/08/2020,Wales,W92000004,39,18012,2,1596
30/08/2020,Wales,W92000004,56,17973,0,1594
29/08/2020,Wales,W92000004,40,17917,0,1594
28/08/2020,Wales,W92000004,34,17877,0,1594
27/08/2020,Wales,W92000004,35,17843,0,1594
26/08/2020,Wales,W92000004,34,17808,0,1594
25/08/2020,Wales,W92000004,28,17774,0,1594
24/08/2020,Wales,W92000004,19,17746,1,1594
23/08/2020,Wales,W92000004,20,17727,0,1593
22/08/2020,Wales,W92000004,34,17707,1,1593
21/08/2020,Wales,W92000004,34,17673,0,1592
20/08/2020,Wales,W92000004,19,17639,0,1592
19/08/2020,Wales,W92000004,21,17620,0,1592
18/08/2020,Wales,W92000004,24,17599,2,1592
17/08/2020,Wales,W92000004,14,17575,0,1590
16/08/2020,Wales,W92000004,18,17561,0,1590
15/08/2020,Wales,W92000004,27,17543,0,1590
14/08/2020,Wales,W92000004,18,17516,1,1590
13/08/2020,Wales,W92000004,15,17499,1,1589
12/08/2020,Wales,W92000004,8,17484,1,1588
11/08/2020,Wales,W92000004,13,17476,0,1587
10/08/2020,Wales,W92000004,12,17463,2,1587
09/08/2020,Wales,W92000004,26,17451,0,1585
08/08/2020,Wales,W92000004,19,17425,2,1585
07/08/2020,Wales,W92000004,17,17406,5,1583
06/08/2020,Wales,W92000004,15,17389,0,1578
05/08/2020,Wales,W92000004,14,17374,3,1578
04/08/2020,Wales,W92000004,22,17361,4,1575
03/08/2020,Wales,W92000004,24,17339,1,1571
02/08/2020,Wales,W92000004,37,17315,2,1570
01/08/2020,Wales,W92000004,21,17279,2,1568
31/07/2020,Wales,W92000004,26,17258,4,1566
30/07/2020,Wales,W92000004,9,17232,2,1562
29/07/2020,Wales,W92000004,32,17223,4,1560
28/07/2020,Wales,W92000004,21,17191,2,1556
27/07/2020,Wales,W92000004,45,17170,1,1554
26/07/2020,Wales,W92000004,22,17125,2,1553
25/07/2020,Wales,W92000004,30,17105,2,1551
24/07/2020,Wales,W92000004,45,17075,1,1549
23/07/2020,Wales,W92000004,43,17030,0,1548
22/07/2020,Wales,W92000004,22,16987,1,1548
21/07/2020,Wales,W92000004,22,16965,1,1547
20/07/2020,Wales,W92000004,15,16943,0,1546
19/07/2020,Wales,W92000004,31,16928,0,1546
18/07/2020,Wales,W92000004,10,16897,0,1546
17/07/2020,Wales,W92000004,16,16887,0,1546
16/07/2020,Wales,W92000004,18,16871,1,1546
15/07/2020,Wales,W92000004,18,16854,0,1545
14/07/2020,Wales,W92000004,21,16836,1,1545
13/07/2020,Wales,W92000004,11,15973,2,1544
12/07/2020,Wales,W92000004,16,15962,0,1542
11/07/2020,Wales,W92000004,7,15946,1,1542
10/07/2020,Wales,W92000004,10,15939,0,1541
09/07/2020,Wales,W92000004,16,15929,1,1541
08/07/2020,Wales,W92000004,13,15913,1,1540
07/07/2020,Wales,W92000004,2,15900,1,1539
06/07/2020,Wales,W92000004,8,15898,2,1538
05/07/2020,Wales,W92000004,15,15890,2,1536
04/07/2020,Wales,W92000004,34,15875,2,1534
03/07/2020,Wales,W92000004,26,15841,0,1532
02/07/2020,Wales,W92000004,41,15815,3,1532
01/07/2020,Wales,W92000004,32,15775,4,1529
30/06/2020,Wales,W92000004,26,15743,4,1525
29/06/2020,Wales,W92000004,116,15717,3,1521
28/06/2020,Wales,W92000004,25,15602,2,1518
27/06/2020,Wales,W92000004,46,15577,6,1516
26/06/2020,Wales,W92000004,65,15531,2,1510
25/06/2020,Wales,W92000004,125,15466,9,1508
24/06/2020,Wales,W92000004,47,15341,6,1499
23/06/2020,Wales,W92000004,51,15295,1,1493
22/06/2020,Wales,W92000004,71,15197,2,1492
21/06/2020,Wales,W92000004,100,15126,5,1490
20/06/2020,Wales,W92000004,25,15026,3,1485
19/06/2020,Wales,W92000004,31,15001,4,1482
18/06/2020,Wales,W92000004,48,14970,0,1478
17/06/2020,Wales,W92000004,53,14922,1,1478
16/06/2020,Wales,W92000004,65,14869,8,1477
15/06/2020,Wales,W92000004,62,14804,6,1469
14/06/2020,Wales,W92000004,39,14742,6,1463
13/06/2020,Wales,W92000004,45,14703,6,1457
12/06/2020,Wales,W92000004,77,14658,4,1451
11/06/2020,Wales,W92000004,63,14581,5,1447
10/06/2020,Wales,W92000004,38,14518,7,1442
09/06/2020,Wales,W92000004,42,14480,4,1435
08/06/2020,Wales,W92000004,42,14438,7,1431
07/06/2020,Wales,W92000004,40,14396,8,1424
06/06/2020,Wales,W92000004,42,14356,9,1416
05/06/2020,Wales,W92000004,76,14314,4,1407
04/06/2020,Wales,W92000004,35,14238,12,1403
03/06/2020,Wales,W92000004,82,14203,7,1391
02/06/2020,Wales,W92000004,67,14121,5,1384
01/06/2020,Wales,W92000004,59,14054,9,1379
31/05/2020,Wales,W92000004,82,13995,7,1370
30/05/2020,Wales,W92000004,86,13913,10,1363
29/05/2020,Wales,W92000004,102,13827,11,1353
28/05/2020,Wales,W92000004,72,13725,16,1342
27/05/2020,Wales,W92000004,97,13653,6,1326
26/05/2020,Wales,W92000004,141,13556,10,1320
25/05/2020,Wales,W92000004,106,13415,10,1310
24/05/2020,Wales,W92000004,140,13309,12,1300
23/05/2020,Wales,W92000004,185,13169,7,1288
22/05/2020,Wales,W92000004,138,12984,10,1281
21/05/2020,Wales,W92000004,166,12846,9,1271
20/05/2020,Wales,W92000004,110,12680,7,1262
19/05/2020,Wales,W92000004,166,12570,11,1255
18/05/2020,Wales,W92000004,101,12404,10,1244
17/05/2020,Wales,W92000004,162,12304,11,1234
16/05/2020,Wales,W92000004,183,12142,13,1223
15/05/2020,Wales,W92000004,126,11960,16,1210
14/05/2020,Wales,W92000004,128,11834,12,1194
13/05/2020,Wales,W92000004,133,11706,16,1182
12/05/2020,Wales,W92000004,105,11573,11,1166
11/05/2020,Wales,W92000004,124,11468,15,1155
10/05/2020,Wales,W92000004,223,11344,10,1140
09/05/2020,Wales,W92000004,118,11121,7,1130
08/05/2020,Wales,W92000004,152,11003,13,1123
07/05/2020,Wales,W92000004,87,10851,19,1110
06/05/2020,Wales,W92000004,95,10764,23,1091
05/05/2020,Wales,W92000004,145,10669,17,1068
04/05/2020,Wales,W92000004,195,10524,23,1051
03/05/2020,Wales,W92000004,174,10329,14,1028
02/05/2020,Wales,W92000004,183,10155,14,1014
01/05/2020,Wales,W92000004,160,9972,29,1000
30/04/2020,Wales,W92000004,183,9812,16,971
29/04/2020,Wales,W92000004,117,9629,26,955
28/04/2020,Wales,W92000004,232,9512,15,929
27/04/2020,Wales,W92000004,203,9280,16,914
26/04/2020,Wales,W92000004,178,9078,16,898
25/04/2020,Wales,W92000004,299,8900,29,882
24/04/2020,Wales,W92000004,243,8601,31,853
23/04/2020,Wales,W92000004,234,8358,18,822
22/04/2020,Wales,W92000004,274,8124,23,804
21/04/2020,Wales,W92000004,304,7850,30,781
20/04/2020,Wales,W92000004,276,7546,25,751
19/04/2020,Wales,W92000004,334,7270,26,726
18/04/2020,Wales,W92000004,292,6936,32,700
17/04/2020,Wales,W92000004,244,6645,29,668
16/04/2020,Wales,W92000004,284,6401,35,639
15/04/2020,Wales,W92000004,272,6118,38,604
14/04/2020,Wales,W92000004,238,5848,26,566
13/04/2020,Wales,W92000004,313,5610,43,540
12/04/2020,Wales,W92000004,367,5297,37,497
11/04/2020,Wales,W92000004,340,4930,31,460
10/04/2020,Wales,W92000004,502,4591,25,429
09/04/2020,Wales,W92000004,16,4089,43,404
08/04/2020,Wales,W92000004,283,4073,42,361
07/04/2020,Wales,W92000004,291,3790,32,319
06/04/2020,Wales,W92000004,302,3499,20,287
05/04/2020,Wales,W92000004,344,3197,30,267
04/04/2020,Wales,W92000004,387,2853,31,237
03/04/2020,Wales,W92000004,345,2466,29,206
02/04/2020,Wales,W92000004,284,2121,28,177
01/04/2020,Wales,W92000004,274,1837,21,149
31/03/2020,Wales,W92000004,112,1563,15,128
30/03/2020,Wales,W92000004,210,1451,16,113
29/03/2020,Wales,W92000004,148,1241,18,97
28/03/2020,Wales,W92000004,172,1093,15,79
27/03/2020,Wales,W92000004,180,921,10,64
26/03/2020,Wales,W92000004,113,741,11,54
25/03/2020,Wales,W92000004,150,628,10,43
24/03/2020,Wales,W92000004,60,478,9,33
23/03/2020,Wales,W92000004,71,418,4,24
22/03/2020,Wales,W92000004,67,347,5,20
21/03/2020,Wales,W92000004,89,280,7,15
20/03/2020,Wales,W92000004,21,191,2,15
